code,name,description,is_enabled,extra
R402,"COMA, NO ESPECIFICADO","SOMNOLENCIA, ESTUPOR Y COMA",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R410,DESORIENTACION NO ESPECIFICADA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R411,AMNESIA ANTEROGRADA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R412,AMNESIA RETROGRADA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R413,OTRA AMNESIA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R418,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA Y LOS NO ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R42X,MAREO Y DESVANECIMIENTO,MAREO Y DESVANECIMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R430,ANOSMIA,TRASTORNOS DEL OLFATO Y DEL GUSTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R431,PAROSMIA,TRASTORNOS DEL OLFATO Y DEL GUSTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R432,PARAGEUSIA,TRASTORNOS DEL OLFATO Y DEL GUSTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R438,OTRAS ALTERACIONES DEL GUSTO Y DEL OLFATO Y LAS NO ESPECIFICADAS,TRASTORNOS DEL OLFATO Y DEL GUSTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R440,ALUCINACIONES AUDITIVAS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R441,ALUCINACIONES VISUALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R442,OTRAS ALUCINACIONES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R443,"ALUCINACIONES, NO ESPECIFICADAS",OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R448,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES Y LOS NO ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R450,NERVIOSISMO,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R451,INQUIETUD Y AGITACION,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R452,INFELICIDAD,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R453,DESMORALIZACION Y APATIA,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R454,IRRITABILIDAD Y ENOJO,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R455,HOSTILIDAD,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R456,VIOLENCIA FISICA,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R457,"TENSION Y ESTADO DE CHOQUE EMOCIONAL, NO ESPECIFICADO",SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R458,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R460,MUY BAJO NIVEL DE HIGIENE PERSONAL,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R461,APARIENCIA PERSONAL EXTRANA,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R462,CONDUCTA EXTRANA E INEXPLICABLE,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R463,HIPERACTIVIDAD,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R464,LENTITUD Y POBRE RESPUESTA,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R465,SUSPICACIA Y EVASIVIDAD MARCADAS,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R466,PREOCUPACION INDEBIDA POR SUCESOS QUE CAUSAN TENSION,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R467,VERBOSIDAD Y DETALLES CIRCUNSTANCIALES QUE OSCURECEN LA RAZON DE LA CONSULTA O EL CONTACTO,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R468,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R470,DISFASIA Y AFASIA,"ALTERACIONES DEL HABLA, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R471,DISARTRIA Y ANARTRIA,"ALTERACIONES DEL HABLA, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R478,OTRAS ALTERACIONES DEL HABLA Y LAS NO ESPECIFICADAS,"ALTERACIONES DEL HABLA, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R480,DISLEXIA Y ALEXIA,"DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R481,AGNOSIA,"DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R482,APRAXIA,"DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R488,OTRAS DISFUNCIONES SIMBOLICAS Y LAS NO ESPECIFICADAS,"DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R490,DISFONIA,ALTERACIONES DE LA VOZ,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R491,AFONIA,ALTERACIONES DE LA VOZ,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R492,HIPERNASALIDAD E HIPONASALIDAD,ALTERACIONES DE LA VOZ,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R498,OTRAS ALTERACIONES DE LA VOZ Y LAS NO ESPECIFICADAS,ALTERACIONES DE LA VOZ,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R502,FIEBRE INDUCIDA POR DROGAS,FIEBRE DE OTRO ORIGEN Y DE ORIGEN DESCONOCIDO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R508,OTRAS FIEBRES ESPECIFICADAS,FIEBRE DE OTRO ORIGEN Y DE ORIGEN DESCONOCIDO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R509,"FIEBRE, NO ESPECIFICADA",FIEBRE DE OTRO ORIGEN Y DE ORIGEN DESCONOCIDO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R51X,CEFALEA,CEFALEA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R520,DOLOR AGUDO,"DOLOR, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R521,DOLOR CRONICO INTRATABLE,"DOLOR, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R522,OTRO DOLOR CRONICO,"DOLOR, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R529,"DOLOR, NO ESPECIFICADO","DOLOR, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R53X,MALESTAR Y FATIGA,MALESTAR Y FATIGA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R54X,SENILIDAD,SENILIDAD,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R55X,SINCOPE Y COLAPSO,SINCOPE Y COLAPSO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R560,CONVULSIONES FEBRILES,"CONVULSIONES, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R568,OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS,"CONVULSIONES, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R570,CHOQUE CARDIOGENICO,"CHOQUE, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R571,CHOQUE HIPOVOLEMICO,"CHOQUE, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R572,CHOQUE SEPTICO,"CHOQUE, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R578,OTRAS FORMAS DE CHOQUE,"CHOQUE, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R579,"CHOQUE, NO ESPECIFICADO","CHOQUE, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R58X,"HEMORRAGIA, NO CLASIFICADA EN OTRA PARTE","HEMORRAGIA, NO CLASIFICADAS EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R590,ADENOMEGALIA LOCALIZADA,ADENOMEGALIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R591,ADENOMEGALIA GENERALIZADA,ADENOMEGALIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R599,"ADENOMEGALIA, NO ESPECIFICADA",ADENOMEGALIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R600,EDEMA LOCALIZADO,"EDEMA, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R601,EDEMA GENERALIZADO,"EDEMA, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R609,"EDEMA, NO ESPECIFICADO","EDEMA, NO CLASIFICADO EN OTRA PARTE",SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R610,HIPERHIDROSIS LOCALIZADA,HIPERHIDROSIS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R611,HIPERHIDROSIS GENERALIZADA,HIPERHIDROSIS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R619,"HIPERHIDROSIS, NO ESPECIFICADA",HIPERHIDROSIS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R620,RETARDO DEL DESARROLLO,FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R628,OTRAS FALTAS DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO,FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R629,"FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO, SIN OTRA ESPECIFICACION",FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R630,ANOREXIA,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R631,POLIDIPSIA,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R632,POLIFAGIA,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R633,DIFICULTADES Y MALA ADMINISTRACION DE LA ALIMENTACION,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R634,PERDIDA ANORMAL DE PESO,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R635,AUMENTO ANORMAL DE PESO,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R636,INGESTA INSUFICIENTE DE ALIMENTOS Y AGUA DEBIDA A DESCUIDO PERSONAL,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R638,OTROS SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R64X,CAQUEXIA,CAQUEXIA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R650,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN INFECCIOSO, SIN FALLA ORG�NICA",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R651,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN INFECCIOSO, CON FALLA ORG�NICA",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R652,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN NO INFECCIOSO, SIN FALLA ORG�NICA",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R653,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN NO INFECCIOSO, CON FALLA ORG�NICA",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R659,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA, NO ESPECIFICADO",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R680,HIPOTERMIA NO ASOCIADA CON BAJA TEMPERATURA DEL AMBIENTE,OTROS SINTOMAS Y SIGNOS GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R681,SINTOMAS NO ESPECIFICOS PROPIOS DE LA INFANCIA,OTROS SINTOMAS Y SIGNOS GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R682,"BOCA SECA, NO ESPECIFICADA",OTROS SINTOMAS Y SIGNOS GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R683,DEDOS DE LA MANO DEFORMES,OTROS SINTOMAS Y SIGNOS GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
R688,OTROS SINTOMAS Y SIGNOS GENERALES ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS GENERALES,SI,"SINTOMAS, SIGNOS Y HALLAZGOS ANORMALES CLINICOS Y DE LABORATORIO, NO CLASIFICADOS EN OTRA PARTE (R00-R99)"
